versionCreated,headline,date
2025-02-17 05:54:33.000,"EMERGING MARKETS-Asian currencies, stocks rise on US rate cut optimism",2025-02-17
2025-02-17 05:53:19.000,"EMERGING MARKETS-Asian currencies, stocks rise on US rate cut optimism",2025-02-17
2025-02-17 05:37:38.000,"THAILAND STOCKS <.SETI> FALL AS MUCH AS 2.8% TO 1,236.8 POINTS, LOWEST SINCE NOV 5, 2020",2025-02-17
2025-02-17 03:06:31.000,"EMERGING MARKETS-Japanese yen, Indonesian rupiah lead Asian currencies higher",2025-02-17
2025-02-15 16:37:46.371,"Comparative Performance Table: SET Index February 14, 2025",2025-02-15
2025-02-15 15:12:56.060,"Comparative Performance Table: SET Index February 14, 2025",2025-02-15
2025-02-15 14:28:27.062,"THAILAND: FINANCE AND SECURITIES SECTOR PULSE DAILY FRIDAY FEBRUARY 14, 2025",2025-02-15
2025-02-15 14:08:00.441,"THAILAND: FINANCE AND SECURITIES SECTOR PULSE DAILY FRIDAY FEBRUARY 14, 2025",2025-02-15
2025-02-15 01:17:30.861,Weekly: SC Asset (SC: THB2.52) shares post worst week in five weeks; -8 satang [3.1%],2025-02-15
2025-02-14 16:38:14.140,"THAILAND: FINANCE AND SECURITIES SECTOR PULSE DAILY FRIDAY FEBRUARY 14, 2025",2025-02-14
2025-02-14 16:38:03.539,"Comparative Performance Table: SET Index February 13, 2025",2025-02-14
2025-02-14 16:33:00.565,"Comparative Performance Table: SET Index February 14, 2025",2025-02-14
2025-02-14 16:17:10.703,Weekly: SC Asset (SC: THB2.52) shares post worst week in five weeks; -8 satang [3.1%],2025-02-14
2025-02-14 16:13:25.499,Weekly: PTT Global Chemical (PTTGC: THB19.40) drops 4.0%; -80 satang [-4.0%] Vol Index 1.4 [1 is avg],2025-02-14
2025-02-14 16:13:24.831,"Weekly: Praram 9 Hospital (PR9: THB21.60) falls for a sixth consecutive week, a six-week fall of 18%; -THB4.90 [-18.5%]",2025-02-14
2025-02-14 16:09:01.940,Asia Network International (ANI: THB2.88) offers earnings yield of 21.2%,2025-02-14
2025-02-14 16:08:53.295,Amanah Leasing (AMANAH: 71.0 satang) offers earnings yield of 22.5%; -7 satang [-9.0%] Vol Index 2.8 [1 is avg],2025-02-14
2025-02-14 16:08:49.795,Quality Construction Products (Q-CON: THB9.10) offers earnings yield of 21%,2025-02-14
2025-02-14 16:08:44.397,SC Asset (SC: THB2.52) offers earnings yield of 23.1%; -4 satang [-1.6%],2025-02-14
2025-02-14 16:08:43.812,"SCB X (SCB: THB120.50) in bottom 4% performers of SET100 Index, hits 32-day low; -THB4 [-3.2%] Vol Index 2.7 [1 is avg]",2025-02-14
2025-02-14 16:08:37.615,Pruksa Holding (PSH: THB5.60) offers dividend yield of 14.3%,2025-02-14
2025-02-14 16:08:36.695,Begistics (B: 6.0 satang) offers earnings yield of 23.3%,2025-02-14
2025-02-14 16:08:36.660,SC Asset (SC: THB2.52) offers earnings yield of 23.1%,2025-02-14
2025-02-14 16:08:36.134,Asia Network International (ANI: THB2.88) offers earnings yield of 21.2%,2025-02-14
2025-02-14 16:08:34.976,Quality Construction Products (Q-CON: THB9.10) offers earnings yield of 21%,2025-02-14
2025-02-14 16:08:34.546,Successmore Being (SCM: 53.0 satang) offers dividend yield of 18.9%,2025-02-14
2025-02-14 16:08:34.194,HWA Fong Rubber (HFT: THB4.14) offers dividend yield of 14%,2025-02-14
2025-02-14 16:08:32.238,Amanah Leasing (AMANAH: 71.0 satang) offers earnings yield of 22.5%,2025-02-14
2025-02-14 15:13:20.432,"Comparative Performance Table: SET Index February 13, 2025",2025-02-14
2025-02-14 14:49:08.955,"THAILAND: COMMERCE SECTOR PULSE DAILY THURSDAY FEBRUARY 13, 2025",2025-02-14
2025-02-14 12:33:22.752,"THAILAND: COMMERCE SECTOR PULSE DAILY THURSDAY FEBRUARY 13, 2025",2025-02-14
2025-02-14 02:08:05.000,EMERGING MARKETS-Indonesian rupiah leads gains among tepid Asian currencies,2025-02-14
2025-02-13 16:22:12.059,"THAILAND: COMMERCE SECTOR PULSE DAILY THURSDAY FEBRUARY 13, 2025",2025-02-13
2025-02-13 16:12:56.788,"Comparative Performance Table: SET Index February 13, 2025",2025-02-13
2025-02-13 16:08:47.663,Past Week: Global Power Synergy (GPSC: THB26.50) in bottom 3% performers of SET100 Index in past week; -THB3.25 [-10.9%] Vol Index 1.7 [1 is avg],2025-02-13
2025-02-13 16:02:29.695,SCB X (SCB: THB124.50) offers earnings yield of 10.4%; -THB1 [-0.8%],2025-02-13
2025-02-13 16:02:28.699,Krung Thai Bank (KTB: THB23.30) offers earnings yield of 11.2%,2025-02-13
2025-02-13 16:02:27.445,Euroasia Total Logistics (ETL: 58.0 satang) offers earnings yield of 24.1%,2025-02-13
2025-02-13 16:02:25.259,Asia Network International (ANI: THB2.88) offers earnings yield of 21.2%,2025-02-13
2025-02-13 16:02:22.822,UAC Global (UAC: THB2.88) offers dividend yield of 12.2%,2025-02-13
2025-02-13 16:02:20.933,Begistics (B: 6.0 satang) offers earnings yield of 23.3%,2025-02-13
2025-02-13 16:02:20.409,SC Asset (SC: THB2.56) offers earnings yield of 22.8%,2025-02-13
2025-02-13 16:02:20.152,RPCG (RPC: 28.0 satang) offers dividend yield of 14.3%,2025-02-13
2025-02-13 16:02:20.110,Asia Green Energy (AGE: THB1.11) offers earnings yield of 21.6%,2025-02-13
2025-02-13 16:02:17.726,Siam Steel Service Center (SSSC: THB2.02) offers earnings yield of 20.8%,2025-02-13
2025-02-13 16:02:17.644,HWA Fong Rubber (HFT: THB4.14) offers dividend yield of 14%,2025-02-13
2025-02-13 16:02:16.443,Kiang Huat Sea Gull Trading Frozen Food (CHOTI: THB64.25) offers earnings yield of 21.4%,2025-02-13
2025-02-13 12:46:50.955,"SET closed at 1,284.11 rising by 0.14 with a volume of 8,706,538,000 shares",2025-02-13
2025-02-13 08:17:14.000,EMERGING MARKETS-Philippine peso extends gain after central bank unexpectedly holds rates,2025-02-13
2025-02-13 08:15:43.000,EMERGING MARKETS-Philippine peso extends gain after central bank unexpectedly holds rates,2025-02-13
2025-02-13 04:15:01.000,EMERGING MARKETS-Thai baht top gainer among Asian FX; Manila stocks rise ahead of c.bank meeting,2025-02-13
2025-02-13 04:12:57.000,EMERGING MARKETS-Thai baht top gainer among Asian FX; Manila stocks rise ahead of c.bank meeting,2025-02-13
2025-02-13 02:06:53.000,EMERGING MARKETS-Thai baht takes early lead among tepid Asian currencies,2025-02-13
2025-02-12 16:43:17.055,"Comparative Performance Table: SET Index February 11, 2025",2025-02-12
2025-02-12 15:18:13.933,"Comparative Performance Table: SET Index February 11, 2025",2025-02-12
2025-02-12 03:42:32.000,EMERGING MARKETS-Indonesia stocks rebound from three-year low; Asian FX rangebound,2025-02-12
2025-02-12 03:41:14.000,EMERGING MARKETS-Indonesia stocks rebound from three-year low; Asian FX rangebound,2025-02-12
2025-02-12 02:09:11.000,EMERGING MARKETS-Asian currencies range-bound in early trade,2025-02-12
2025-02-11 16:43:56.960,"Comparative Performance Table: SET Index February 10, 2025",2025-02-11
2025-02-11 16:22:11.152,"THAILAND: CONSTRUCTION MATERIALS SECTOR PULSE DAILY TUESDAY FEBRUARY 11, 2025",2025-02-11
2025-02-11 16:22:09.232,"THAILAND: TRANSPORTATION & LOGISTICS SECTOR PULSE DAILY TUESDAY FEBRUARY 11, 2025",2025-02-11
2025-02-11 16:12:46.944,"Comparative Performance Table: SET Index February 11, 2025",2025-02-11
2025-02-11 16:09:10.617,Past Week: Siam Global House (GLOBAL: THB9.15) keeps sliding: down 28% in 3 weeks; -THB3.55 [-28.0%],2025-02-11
2025-02-11 16:02:45.716,SCB X (SCB: THB125.50) offers dividend yield of 7.8%; -THB1 [-0.8%],2025-02-11
2025-02-11 16:02:42.619,Asia Network International (ANI: THB2.88) offers earnings yield of 21.2%,2025-02-11
2025-02-11 16:02:40.982,Kiang Huat Sea Gull Trading Frozen Food (CHOTI: THB64.25) offers earnings yield of 21.4%,2025-02-11
2025-02-11 16:02:39.598,Castle Peak (CPH: THB7.90) offers earnings yield of 24.8%,2025-02-11
2025-02-11 16:02:38.865,Pruksa Holding (PSH: THB6.10) offers dividend yield of 13.1%,2025-02-11
2025-02-11 16:02:37.592,Banpu Power (BPP: THB8.45) offers earnings yield of 20.7%,2025-02-11
2025-02-11 16:02:36.608,UAC Global (UAC: THB2.90) offers dividend yield of 12.1%,2025-02-11
2025-02-11 16:02:35.221,Sea Oil (SEAOIL: THB2.52) offers dividend yield of 11.9%,2025-02-11
2025-02-11 16:02:34.455,Begistics (B: 6.0 satang) offers earnings yield of 23.3%,2025-02-11
2025-02-11 16:02:34.231,Nova Empire (NOVA: THB8.50) offers earnings yield of 20.6%,2025-02-11
2025-02-11 16:02:34.165,MCOT (MCOT: THB3.90) offers earnings yield of 21.9%,2025-02-11
2025-02-11 16:02:33.605,RPCG (RPC: 28.0 satang) offers dividend yield of 14.3%,2025-02-11
2025-02-11 16:02:33.062,Siam Steel Service Center (SSSC: THB2.04) offers earnings yield of 20.6%,2025-02-11
2025-02-11 15:18:08.151,"Comparative Performance Table: SET Index February 10, 2025",2025-02-11
2025-02-11 14:23:54.482,"THAILAND: TRANSPORTATION & LOGISTICS SECTOR PULSE DAILY MONDAY FEBRUARY 10, 2025",2025-02-11
2025-02-11 12:23:25.638,"THAILAND: TRANSPORTATION & LOGISTICS SECTOR PULSE DAILY MONDAY FEBRUARY 10, 2025",2025-02-11
2025-02-11 04:51:06.000,UPDATE 1-Thailand to set up long-term equity fund to support flagging market,2025-02-11
2025-02-11 04:27:38.000,EMERGING MARKETS-Asian currencies trade in tight range after US tariffs confirmed,2025-02-11
2025-02-11 04:27:16.000,EMERGING MARKETS-Asian currencies trade in tight range after US tariffs confirmed,2025-02-11
2025-02-10 17:40:33.326,SET seeks to lessen large-cap tilt of indices,2025-02-10
2025-02-10 16:21:57.930,"THAILAND: CONSTRUCTION MATERIALS SECTOR PULSE DAILY MONDAY FEBRUARY 10, 2025",2025-02-10
2025-02-10 16:21:55.805,"THAILAND: TRANSPORTATION & LOGISTICS SECTOR PULSE DAILY MONDAY FEBRUARY 10, 2025",2025-02-10
2025-02-10 16:12:32.037,"Comparative Performance Table: SET Index February 10, 2025",2025-02-10
2025-02-10 16:07:09.806,Past Week: Krung Thai Bank (KTB: THB23.70) in top 6% performers of SET100 Index in past week; +80 satang [3.5%] Vol Index 1.4 [1 is avg],2025-02-10
2025-02-10 16:02:58.470,SCB X (SCB: THB126.50) strengthens above moving average price; +50 satang [+0.4%],2025-02-10
2025-02-10 16:02:54.660,Ornsirin Holding (ORN: 66.0 satang) offers earnings yield of 22.7%,2025-02-10
2025-02-10 16:02:54.029,Asia Network International (ANI: THB2.84) offers earnings yield of 21.5%,2025-02-10
2025-02-10 16:02:53.992,Sri Trang Gloves (Thailand) (STGT: THB7.25) offers dividend yield of 6.9%,2025-02-10
2025-02-10 16:02:50.670,Banpu Power (BPP: THB8.40) offers earnings yield of 20.8%,2025-02-10
2025-02-10 16:02:50.603,Asia Green Energy (AGE: THB1.13) offers dividend yield of 17.7%,2025-02-10
2025-02-10 16:02:50.569,UAC Global (UAC: THB2.90) offers dividend yield of 12.1%,2025-02-10
2025-02-10 16:02:48.870,Begistics (B: 6.0 satang) offers earnings yield of 23.3%,2025-02-10
2025-02-10 16:02:48.632,MCOT (MCOT: THB3.90) offers earnings yield of 21.9%,2025-02-10
2025-02-10 16:02:47.398,Nova Empire (NOVA: THB8.35) offers earnings yield of 21%,2025-02-10
2025-02-10 16:02:46.759,Bangkok Union Insurance (BUI: THB16.10) offers earnings yield of 20.9%,2025-02-10
2025-02-10 16:02:45.854,Castle Peak (CPH: THB7.90) offers earnings yield of 24.8%,2025-02-10
2025-02-10 16:02:45.541,Kiang Huat Sea Gull Trading Frozen Food (CHOTI: THB64.25) offers earnings yield of 21.4%,2025-02-10
2025-02-10 11:12:15.610,SET News :SET market report for January 2025,2025-02-10
2025-02-10 06:08:07.448,Weekly: CIMB Thai Bank (CIMBT: 53.0 satang) keeps rising: up 29% in 3 weeks; +12 satang [29.3%],2025-02-10
2025-02-10 03:36:10.000,"EMERGING MARKETS-Malaysia's ringgit falls on China trade worries, Singapore stocks climb",2025-02-10
2025-02-10 03:35:38.000,"EMERGING MARKETS-Malaysia's ringgit falls on China trade worries, Singapore stocks climb",2025-02-10
2025-02-10 02:10:46.000,EMERGING MARKETS-Malaysian ringgit falls most among subdued Asian currencies,2025-02-10
2025-02-08 20:21:38.354,Asia hits pause button after week of gains,2025-02-08
2025-02-08 20:21:38.319,SET index searches for a new bottom,2025-02-08
2025-02-08 16:43:17.138,"Comparative Performance Table: SET Index February 07, 2025",2025-02-08
2025-02-08 15:18:31.708,"Comparative Performance Table: SET Index February 07, 2025",2025-02-08
2025-02-08 14:38:24.772,"THAILAND: MEDIA & PUBLISHING SECTOR PULSE DAILY FRIDAY FEBRUARY 07, 2025",2025-02-08
2025-02-08 14:38:21.019,"THAILAND: PETROCHEMICALS & CHEMICALS SECTOR PULSE DAILY FRIDAY FEBRUARY 07, 2025",2025-02-08
2025-02-08 14:08:05.502,"THAILAND: MEDIA & PUBLISHING SECTOR PULSE DAILY FRIDAY FEBRUARY 07, 2025",2025-02-08
2025-02-08 14:08:02.093,"THAILAND: PETROCHEMICALS & CHEMICALS SECTOR PULSE DAILY FRIDAY FEBRUARY 07, 2025",2025-02-08
2025-02-08 01:17:11.310,Weekly: R&B Food Supply (RBF: THB4.98) plunges 13% on thin volume; -72 satang [12.6%],2025-02-08
2025-02-08 01:17:10.519,Weekly: SC Asset (SC: THB2.60) drops 3.0% on weak volume; -8 satang [3.0%],2025-02-08
2025-02-08 01:17:10.167,Weekly: CIMB Thai Bank (CIMBT: 53.0 satang) keeps rising: up 29% in 3 weeks; +3 satang [6.0%] Vol Index 1.9 [1 is avg],2025-02-08
2025-02-07 23:04:38.769,SET index searches for a new bottom,2025-02-07
2025-02-07 16:44:40.567,"Comparative Performance Table: SET Index February 06, 2025",2025-02-07
2025-02-07 16:32:22.814,"THAILAND: MEDIA & PUBLISHING SECTOR PULSE DAILY FRIDAY FEBRUARY 07, 2025",2025-02-07
2025-02-07 16:32:19.082,"THAILAND: PETROCHEMICALS & CHEMICALS SECTOR PULSE DAILY FRIDAY FEBRUARY 07, 2025",2025-02-07
2025-02-07 16:22:39.946,"Comparative Performance Table: SET Index February 07, 2025",2025-02-07
2025-02-07 16:17:54.120,Weekly: CIMB Thai Bank (CIMBT: 53.0 satang) keeps rising: up 29% in 3 weeks; +3 satang [6.0%] Vol Index 1.9 [1 is avg],2025-02-07
2025-02-07 16:17:53.390,Weekly: SC Asset (SC: THB2.60) drops 3.0% on weak volume; -8 satang [3.0%],2025-02-07
2025-02-07 16:17:53.143,Weekly: R&B Food Supply (RBF: THB4.98) plunges 13% on thin volume; -72 satang [12.6%],2025-02-07
2025-02-07 16:12:36.047,Weekly: CIMB Thai Bank (CIMBT: 53.0 satang) keeps rising: up 29% in 3 weeks; +12 satang [29.3%],2025-02-07
2025-02-07 16:08:59.330,Quality Construction Products (Q-CON: THB8.80) offers earnings yield of 21.7%,2025-02-07
2025-02-07 16:08:49.346,MCOT (MCOT: THB3.90) offers earnings yield of 21.9%; +10 satang [+2.6%],2025-02-07
2025-02-07 16:08:42.945,"SCB X (SCB: THB126.0) loses THB5 billion ($150 million) (1.2%) in MCap, steepest heavyweight fall in SET100 Index; -THB1.50 [-1.2%] Vol Index 1.3 [...",2025-02-07
2025-02-07 16:08:42.509,SC Asset (SC: THB2.60) offers earnings yield of 22.4%; +4 satang [+1.6%],2025-02-07
2025-02-07 16:08:39.848,UAC Global (UAC: THB2.94) offers dividend yield of 11.9%,2025-02-07
2025-02-07 16:08:38.815,RPCG (RPC: 27.0 satang) offers dividend yield of 14.8%,2025-02-07
2025-02-07 16:08:38.134,SC Asset (SC: THB2.60) offers earnings yield of 22.4%,2025-02-07
2025-02-07 16:08:38.091,MCOT (MCOT: THB3.90) offers earnings yield of 21.9%,2025-02-07
2025-02-07 16:08:37.184,Quality Construction Products (Q-CON: THB8.80) offers earnings yield of 21.7%,2025-02-07
2025-02-07 16:08:36.159,Siam Steel Service Center (SSSC: THB1.99) offers earnings yield of 21.1%,2025-02-07
2025-02-07 16:08:35.193,Sri Trang Gloves (Thailand) (STGT: THB7.25) offers dividend yield of 6.9%,2025-02-07
2025-02-07 16:08:34.749,Successmore Being (SCM: 52.0 satang) offers dividend yield of 19.2%,2025-02-07
2025-02-07 15:18:18.027,"Comparative Performance Table: SET Index February 06, 2025",2025-02-07
2025-02-07 14:23:43.378,"THAILAND: AGRIBUSINESS SECTOR PULSE DAILY THURSDAY FEBRUARY 06, 2025",2025-02-07
2025-02-07 13:46:49.683,"The SET closed at 1,282.09, gaining 20.02 points after four consecutive days of decline",2025-02-07
2025-02-07 12:23:21.383,"THAILAND: AGRIBUSINESS SECTOR PULSE DAILY THURSDAY FEBRUARY 06, 2025",2025-02-07
2025-02-07 03:47:08.000,EMERGING MARKETS-Manila market rallies as c.bank weighs easing next week; FX muted,2025-02-07
2025-02-07 02:09:43.000,EMERGING MARKETS-Malaysian ringgit slips most among muted Asian currencies,2025-02-07
2025-02-06 17:46:49.399,"As of February 6, 2025, SET index closed at 1,262.07, down 24.67 points",2025-02-06
2025-02-06 17:43:10.213,Risk of financial crisis creeps ever closer,2025-02-06
2025-02-06 16:43:38.893,"Comparative Performance Table: SET Index February 05, 2025",2025-02-06
2025-02-06 16:22:17.701,"THAILAND: AGRIBUSINESS SECTOR PULSE DAILY THURSDAY FEBRUARY 06, 2025",2025-02-06
2025-02-06 16:12:46.475,"Comparative Performance Table: SET Index February 06, 2025",2025-02-06
2025-02-06 16:02:45.848,SCB X (SCB: THB127.50) offers earnings yield of 10.1%; +THB1 [+0.8%],2025-02-06
2025-02-06 16:02:42.662,HWA Fong Rubber (HFT: THB4.16) offers dividend yield of 13.9%,2025-02-06
2025-02-06 16:02:41.647,Quality Construction Products (Q-CON: THB8.80) offers earnings yield of 21.7%,2025-02-06
2025-02-06 16:02:41.007,Ornsirin Holding (ORN: 64.0 satang) offers earnings yield of 23.4%,2025-02-06
2025-02-06 16:02:40.879,Euroasia Total Logistics (ETL: 57.0 satang) offers earnings yield of 24.6%,2025-02-06
2025-02-06 16:02:39.081,Castle Peak (CPH: THB7.95) offers earnings yield of 24.6%,2025-02-06
2025-02-06 16:02:36.723,Kiang Huat Sea Gull Trading Frozen Food (CHOTI: THB65.75) offers earnings yield of 20.9%,2025-02-06
2025-02-06 16:02:33.872,CPR Gomu Industrial (CPR: THB2.96) offers dividend yield,2025-02-06
2025-02-06 16:02:33.706,Asia Green Energy (AGE: THB1.15) offers earnings yield of 20.9%,2025-02-06
2025-02-06 15:18:22.793,"Comparative Performance Table: SET Index February 05, 2025",2025-02-06
2025-02-06 14:24:23.345,"THAILAND: TRANSPORTATION & LOGISTICS SECTOR PULSE DAILY WEDNESDAY FEBRUARY 05, 2025",2025-02-06
2025-02-06 12:24:12.978,"THAILAND: TRANSPORTATION & LOGISTICS SECTOR PULSE DAILY WEDNESDAY FEBRUARY 05, 2025",2025-02-06
2025-02-06 04:19:34.000,EMERGING MARKETS-Asian currencies rangebound; Thai inflation in line with estimates,2025-02-06
2025-02-06 04:17:36.000,EMERGING MARKETS-Asian currencies rangebound; Thai inflation in line with estimates,2025-02-06
2025-02-06 02:11:23.000,EMERGING MARKETS-Thai baht top loser among tepid Asian developing currencies,2025-02-06
2025-02-05 16:43:22.225,"Comparative Performance Table: SET Index February 04, 2025",2025-02-05
2025-02-05 16:22:11.693,"THAILAND: TRANSPORTATION & LOGISTICS SECTOR PULSE DAILY WEDNESDAY FEBRUARY 05, 2025",2025-02-05
2025-02-05 16:12:43.426,"Comparative Performance Table: SET Index February 05, 2025",2025-02-05
2025-02-05 16:02:50.115,SCB X (SCB: THB126.50) offers dividend yield of 7.8%; -50 satang [-0.4%],2025-02-05
2025-02-05 16:02:45.283,CPR Gomu Industrial (CPR: THB2.98) offers dividend yield,2025-02-05
2025-02-05 16:02:42.247,Begistics (B: 7.0 satang) offers earnings yield of 20%,2025-02-05
2025-02-05 16:02:41.456,MCOT (MCOT: THB4.04) offers earnings yield of 21.2%,2025-02-05
2025-02-05 16:02:40.711,HWA Fong Rubber (HFT: THB4.18) offers dividend yield of 13.9%,2025-02-05
2025-02-05 16:02:40.163,Indara Insurance (INSURE: THB79.0) offers earnings yield of 24.7%,2025-02-05
2025-02-05 16:02:40.049,Bangkok Union Insurance (BUI: THB16.40) offers earnings yield of 20.5%,2025-02-05
2025-02-05 16:02:38.142,Asia Green Energy (AGE: THB1.16) offers dividend yield of 17.2%,2025-02-05
2025-02-05 15:18:28.156,"Comparative Performance Table: SET Index February 04, 2025",2025-02-05
2025-02-05 14:23:54.907,"THAILAND: CONSTRUCTION MATERIALS SECTOR PULSE DAILY TUESDAY FEBRUARY 04, 2025",2025-02-05
2025-02-05 14:23:47.654,"THAILAND: INSURANCE SECTOR PULSE DAILY TUESDAY FEBRUARY 04, 2025",2025-02-05
2025-02-05 12:37:39.756,Thai stocks rebound after Trump delays Mexico-Canada tariff hike,2025-02-05
2025-02-05 12:23:25.404,"THAILAND: CONSTRUCTION MATERIALS SECTOR PULSE DAILY TUESDAY FEBRUARY 04, 2025",2025-02-05
2025-02-05 12:23:19.383,"THAILAND: INSURANCE SECTOR PULSE DAILY TUESDAY FEBRUARY 04, 2025",2025-02-05
2025-02-05 11:46:54.166,"SET closed at 1,286.74 down 14.28 points (as of 05 Feb 2025)",2025-02-05
2025-02-05 07:23:03.679,"TISCO Asset Management says trade war is starting faster after Trump signs tariffs on Mexican, Canadian, and Chinese goods",2025-02-05
2025-02-05 03:58:17.000,EMERGING MARKETS-Asian currencies subdued as US-China trade war dents sentiment,2025-02-05
2025-02-05 03:56:05.000,EMERGING MARKETS-Asian currencies subdued as US-China trade war dents sentiment,2025-02-05
2025-02-05 02:13:31.000,EMERGING MARKETS-Asian currencies subdued amid escalating trade war,2025-02-05
2025-02-04 16:43:32.553,"Comparative Performance Table: SET Index February 03, 2025",2025-02-04
2025-02-04 16:17:55.146,"THAILAND: CONSTRUCTION MATERIALS SECTOR PULSE DAILY TUESDAY FEBRUARY 04, 2025",2025-02-04
2025-02-04 16:17:50.564,"THAILAND: INSURANCE SECTOR PULSE DAILY TUESDAY FEBRUARY 04, 2025",2025-02-04
2025-02-04 16:12:40.098,"Comparative Performance Table: SET Index February 04, 2025",2025-02-04
2025-02-04 16:08:17.847,Past Week: Siam Global House (GLOBAL: THB9.40) in bottom 1% performers of SET100 Index in past week; -THB2.40 [-20.3%] Vol Index 2.8 [1 is avg],2025-02-04
2025-02-04 16:02:39.822,Banpu Power (BPP: THB8.40) offers earnings yield of 20.8%,2025-02-04
2025-02-04 16:02:38.486,Begistics (B: 6.0 satang) offers earnings yield of 23.3%,2025-02-04
2025-02-04 16:02:37.601,Ornsirin Holding (ORN: 65.0 satang) offers earnings yield of 23.1%,2025-02-04
2025-02-04 16:02:37.329,MCOT (MCOT: THB4.18) offers earnings yield of 20.5%,2025-02-04
2025-02-04 16:02:34.979,HWA Fong Rubber (HFT: THB4.16) offers dividend yield of 13.9%,2025-02-04
2025-02-04 16:02:31.896,SCB X (SCB: THB127.0) hits year-high 25th time in three months; +THB1 [+0.8%],2025-02-04
2025-02-04 16:02:31.665,Asia Green Energy (AGE: THB1.13) offers earnings yield of 21.2%,2025-02-04
2025-02-04 16:02:30.240,SC Asset (SC: THB2.70) offers earnings yield of 21.6%,2025-02-04
2025-02-04 16:02:30.109,Castle Peak (CPH: THB7.95) offers earnings yield of 24.6%,2025-02-04
2025-02-04 16:02:28.197,Asia Network International (ANI: THB2.98) offers earnings yield of 20.5%,2025-02-04
2025-02-04 16:02:27.286,"Dhipaya Group (TIPH: THB21.20) offers dividend yield of 7.5%, hits 47-day high",2025-02-04
2025-02-04 16:02:24.611,Pruksa Holding (PSH: THB6.30) offers dividend yield of 12.7%,2025-02-04
2025-02-04 15:18:22.228,"Comparative Performance Table: SET Index February 03, 2025",2025-02-04
2025-02-04 14:23:47.008,"THAILAND: INSURANCE SECTOR PULSE DAILY MONDAY FEBRUARY 03, 2025",2025-02-04
2025-02-04 14:23:46.736,"THAILAND: PETROCHEMICALS & CHEMICALS SECTOR PULSE DAILY MONDAY FEBRUARY 03, 2025",2025-02-04
2025-02-04 12:23:17.309,"THAILAND: PETROCHEMICALS & CHEMICALS SECTOR PULSE DAILY MONDAY FEBRUARY 03, 2025",2025-02-04
2025-02-04 12:23:17.174,"THAILAND: INSURANCE SECTOR PULSE DAILY MONDAY FEBRUARY 03, 2025",2025-02-04
2025-02-04 09:42:33.033,Monthly: SCB X (SCB: THB125.0) up 9% in 2 months,2025-02-04
2025-02-04 07:18:56.000,EMERGING MARKETS-Emerging Asia sees mixed currency trends as US-China trade war escalates,2025-02-04
2025-02-04 04:06:11.000,EMERGING MARKETS-Trump tariff delays boost Asian currencies and stock markets,2025-02-04
2025-02-04 04:04:43.000,EMERGING MARKETS-Trump tariff delays boost Asian currencies and stock markets,2025-02-04
2025-02-04 00:44:40.811,"SET index poised to fall to 1,250 points as US hikes tariffs",2025-02-04
2025-02-03 16:37:34.844,"THAILAND: PETROCHEMICALS & CHEMICALS SECTOR PULSE DAILY MONDAY FEBRUARY 03, 2025",2025-02-03
2025-02-03 16:37:34.485,"THAILAND: INSURANCE SECTOR PULSE DAILY MONDAY FEBRUARY 03, 2025",2025-02-03
2025-02-03 16:26:58.484,"Comparative Performance Table: SET Index February 03, 2025",2025-02-03
2025-02-03 16:12:22.252,Ornsirin Holding (ORN: 64.0 satang) offers earnings yield of 23.4%,2025-02-03
2025-02-03 16:12:21.255,RPCG (RPC: 30.0 satang) offers dividend yield of 13.3%,2025-02-03
2025-02-03 16:12:20.005,Asia Green Energy (AGE: THB1.13) offers dividend yield of 17.7%,2025-02-03
2025-02-03 16:12:18.269,SCB X (SCB: THB126.0) strengthens above moving average price; +THB1 [+0.8%] Vol Index 1.3 [1 is avg],2025-02-03
2025-02-03 16:12:14.074,Asia Network International (ANI: THB2.94) offers earnings yield of 20.8%,2025-02-03
2025-02-03 16:12:13.123,"Dhipaya Group (TIPH: THB20.70) offers dividend yield of 7.7%, hits 26-day high",2025-02-03
2025-02-03 16:12:11.998,Euroasia Total Logistics (ETL: 61.0 satang) offers earnings yield of 22.9%,2025-02-03
2025-02-03 16:12:11.781,Successmore Being (SCM: 57.0 satang) offers dividend yield of 17.5%,2025-02-03
2025-02-03 16:12:10.246,Pruksa Holding (PSH: THB6.60) offers dividend yield of 12.1%,2025-02-03
2025-02-03 16:12:09.887,Banpu Power (BPP: THB8.50) offers earnings yield of 20.6%,2025-02-03
2025-02-03 08:54:14.000,UPDATE 1-Thai finance ministry wants to see rates cut this year,2025-02-03
2025-02-03 07:18:27.000,"EMERGING MARKETS-Export-reliant stocks, currencies slump on Trump's 'America first' move",2025-02-03
2025-02-03 07:17:14.000,"EMERGING MARKETS-Export-reliant stocks, currencies slump on Trump's 'America first' move",2025-02-03
2025-02-03 06:23:11.850,Monthly: SCB X (SCB: THB125.0) up 9% in 2 months,2025-02-03
2025-02-03 03:57:16.000,EMERGING MARKETS-Trump tariffs rattle emerging assets from Mexico City to Bangkok,2025-02-03
2025-02-03 03:55:01.000,EMERGING MARKETS-Trump tariffs rattle emerging assets from Mexico City to Bangkok,2025-02-03
2025-02-03 03:09:38.000,"THAILAND STOCKS <.SETI> FALL AS MUCH AS 3.3% TO 12,70.87 POINTS, LOWEST SINCE NOV 6, 2020",2025-02-03
2025-02-03 02:22:12.000,EMERGING MARKETS-Asian currencies slump on Trump tariffs,2025-02-03
